ros_time,dvl_beam_1_range,dvl_beam_2_range,dvl_beam_3_range,dvl_beam_4_range,avg_beam_range
564.277510478,1.0738000869750977,1.380600094795227,1.3098000288009644,0.8850000500679016,1.1623000651597977
564.377506451,1.0738000869750977,1.380600094795227,1.3452000617980957,0.8850000500679016,1.1711500734090805
564.477492923,1.0856000185012817,1.274399995803833,1.380600094795227,0.8850000500679016,1.1564000397920609
564.627534715,1.0974000692367554,1.1092000007629395,1.380600094795227,0.9204000234603882,1.1269000470638275
564.677612738,1.0974000692367554,1.2272000312805176,1.380600094795227,0.9204000234603882,1.156400054693222
564.777487896,1.0738000869750977,1.2980000972747803,1.3452000617980957,1.062000036239624,1.1947500705718994
564.927523558,1.121000051498413,1.2862000465393066,1.333400011062622,1.0856000185012817,1.2065500319004059
565.027621494,1.1092000007629395,1.3098000288009644,1.3452000617980957,1.0501999855041504,1.2036000192165375
565.12764104,1.1092000007629395,1.274399995803833,1.0856000185012817,1.1446000337600708,1.1534500122070312
565.227794365,1.1092000007629395,1.262600064277649,1.1564000844955444,1.0738000869750977,1.1505000591278076
565.327533799,1.1092000007629395,1.2508000135421753,1.0974000692367554,1.0738000869750977,1.132800042629242
565.427543216,1.1092000007629395,1.2272000312805176,1.0974000692367554,1.0738000869750977,1.1269000470638275
565.577509378,1.1328001022338867,1.2508000135421753,1.0501999855041504,1.0974000692367554,1.132800042629242
565.677537166,1.1328001022338867,1.262600064277649,1.0738000869750977,1.1328001022338867,1.15050008893013
565.777512749,1.1446000337600708,1.2862000465393066,1.1092000007629395,1.1564000844955444,1.1741000413894653
565.877512814,1.1682000160217285,1.262600064277649,1.2154000997543335,1.1446000337600708,1.1977000534534454
565.977518064,1.1564000844955444,1.2862000465393066,1.2154000997543335,1.1328001022338867,1.1977000832557678
566.077497555,1.1446000337600708,1.3098000288009644,1.2862000465393066,1.1328001022338867,1.2183500528335571
566.177532324,1.1682000160217285,1.274399995803833,1.3098000288009644,1.2862000465393066,1.2596500217914581
566.277489148,1.1564000844955444,1.321600079536438,1.321600079536438,1.3098000288009644,1.2773500680923462
566.677508501,1.2272000312805176,1.321600079536438,1.3452000617980957,1.2862000465393066,1.2950500547885895
566.777498695,1.2508000135421753,1.3452000617980957,1.3924000263214111,1.321600079536438,1.32750004529953
566.87749926,1.2036000490188599,1.274399995803833,1.3924000263214111,1.321600079536438,1.2980000376701355
566.977514825,1.1564000844955444,1.321600079536438,1.4042000770568848,1.2980000972747803,1.2950500845909119
567.077514168,1.1682000160217285,1.333400011062622,1.4278000593185425,1.3569999933242798,1.3216000199317932
567.22759946,1.1564000844955444,1.3569999933242798,1.4278000593185425,1.3452000617980957,1.3216000497341156
567.277505502,1.1564000844955444,1.3569999933242798,1.4868000745773315,1.3569999933242798,1.3393000364303589
567.427530108,1.1682000160217285,1.3688000440597534,1.4986000061035156,1.3569999933242798,1.3481500148773193
567.527546988,1.1917999982833862,1.3688000440597534,1.5104000568389893,1.3688000440597534,1.3599500358104706
567.627527183,1.2036000490188599,1.4160000085830688,1.5576000213623047,1.3688000440597534,1.3865000307559967
567.727555489,1.1564000844955444,1.4396001100540161,1.5576000213623047,1.3569999933242798,1.3776500523090363
567.829405058,1.1564000844955444,1.4514000415802002,1.5812000036239624,1.3569999933242798,1.3865000307559967
567.927599248,1.1564000844955444,1.4632000923156738,1.3688000440597534,1.3569999933242798,1.3363500535488129
568.07751791,1.1446000337600708,1.4514000415802002,1.6284000873565674,1.3688000440597534,1.398300051689148
568.177514549,1.1564000844955444,1.522200107574463,1.6756000518798828,1.3688000440597534,1.4307500720024109
568.277537837,1.1564000844955444,1.4986000061035156,1.3688000440597534,1.3688000440597534,1.3481500446796417
568.377533068,1.274399995803833,1.1682000160217285,1.7228000164031982,1.3688000440597534,1.3835500180721283
568.527532971,1.1564000844955444,1.522200107574463,1.6874001026153564,1.1446000337600708,1.3776500821113586
568.577519365,1.1564000844955444,1.5458000898361206,1.7110000848770142,1.0856000185012817,1.3747000694274902
568.677497615,1.1564000844955444,1.5576000213623047,1.7228000164031982,1.0974000692367554,1.3835500478744507
568.827522,1.262600064277649,1.5812000036239624,1.7464001178741455,1.0738000869750977,1.4160000681877136
568.927664083,1.1446000337600708,1.593000054359436,1.7346000671386719,1.062000036239624,1.3835500478744507
569.027531056,1.1446000337600708,1.6166000366210938,1.7818000316619873,1.0501999855041504,1.3983000218868256
569.129850774,1.1446000337600708,1.6284000873565674,1.8408000469207764,1.0501999855041504,1.4160000383853912
569.228023724,1.1328001022338867,1.6638001203536987,1.8172000646591187,1.062000036239624,1.418950080871582
569.327516306,1.1328001022338867,1.6756000518798828,1.8762000799179077,1.0738000869750977,1.4396000802516937
569.477520209,1.1328001022338867,0.3304000198841095,1.062000036239624,1.0266000032424927,0.8879500404000282
569.57749907,1.1446000337600708,1.5812000036239624,1.8880000114440918,1.0266000032424927,1.4101000130176544
569.677505043,1.1564000844955444,1.593000054359436,1.0266000032424927,1.0148000717163086,1.1977000534534454
569.777559978,1.1564000844955444,1.5576000213623047,1.0148000717163086,1.0148000717163086,1.1859000623226166
569.827536038,0.18880000710487366,0.09440000355243683,0.09440000355243683,0.10620000213384628,0.1209500040858984
569.927516418,0.18880000710487366,0.09440000355243683,0.09440000355243683,0.10620000213384628,0.1209500040858984
570.027522835,1.1564000844955444,0.3304000198841095,1.9470000267028809,0.9912000298500061,1.1062500402331352
570.127521511,1.1564000844955444,1.5694000720977783,1.003000020980835,0.9794000387191772,1.1770500540733337
570.277520377,1.1092000007629395,1.593000054359436,1.062000036239624,1.0501999855041504,1.2036000192165375
570.377506109,1.0856000185012817,0.3304000198841095,1.062000036239624,1.0501999855041504,0.8820500150322914
570.477590081,1.1564000844955444,0.29500001668930054,1.9942001104354858,1.0501999855041504,1.1239500492811203
570.527514771,0.18880000710487366,0.09440000355243683,0.09440000355243683,0.10620000213384628,0.1209500040858984
570.627530188,0.18880000710487366,0.09440000355243683,0.09440000355243683,0.10620000213384628,0.1209500040858984
570.727554975,0.932200014591217,0.3304000198841095,1.7582000494003296,0.9676000475883484,0.9971000328660011
570.877487341,1.1328001022338867,1.522200107574463,1.7582000494003296,1.0266000032424927,1.359950065612793
571.0278753,1.793600082397461,1.534000039100647,1.6284000873565674,1.6874001026153564,1.660850077867508
571.227527318,1.6992000341415405,1.6166000366210938,1.5812000036239624,1.7700001001358032,1.6667500436306
571.327583439,1.0266000032424927,1.4514000415802002,1.1800000667572021,1.1682000160217285,1.2065500319004059
571.427514689,1.003000020980835,0.3304000198841095,1.0856000185012817,1.062000036239624,0.8702500239014626
571.527586939,1.0384000539779663,1.4042000770568848,1.1328001022338867,1.1800000667572021,1.188850075006485
571.627577875,1.0384000539779663,0.3304000198841095,1.121000051498413,1.1917999982833862,0.9204000309109688
571.72771694,1.0266000032424927,1.4396001100540161,1.1328001022338867,1.1800000667572021,1.1947500705718994
571.877503972,1.0266000032424927,0.3304000198841095,1.1682000160217285,1.1446000337600708,0.9174500182271004
571.977587463,1.0148000717163086,1.3688000440597534,1.1917999982833862,1.1564000844955444,1.1829500496387482
572.077485936,1.0148000717163086,0.3304000198841095,1.1446000337600708,1.1682000160217285,0.9145000353455544
572.177505519,1.0148000717163086,1.0738000869750977,1.2272000312805176,1.0148000717163086,1.082650065422058
572.277555992,1.2862000465393066,0.3304000198841095,1.380600094795227,1.0738000869750977,1.0177500620484352
572.377565575,1.2862000465393066,1.2862000465393066,1.4160000085830688,1.0384000539779663,1.256700038909912
572.477636788,1.3452000617980957,1.321600079536438,1.3098000288009644,1.0856000185012817,1.265550047159195
572.577496964,1.3688000440597534,1.3098000288009644,1.0856000185012817,1.0856000185012817,1.2124500274658203
572.727649386,1.3688000440597534,1.4042000770568848,1.3569999933242798,1.0856000185012817,1.30390003323555
572.8278516,1.4042000770568848,0.3304000198841095,1.3688000440597534,1.0856000185012817,1.0472500398755074
572.927513127,1.4160000085830688,1.1917999982833862,1.333400011062622,1.0738000869750977,1.2537500262260437
573.0277591,1.4160000085830688,1.2154000997543335,1.2862000465393066,1.1446000337600708,1.265550047159195
573.127519127,1.4278000593185425,0.3304000198841095,1.3688000440597534,1.1564000844955444,1.0708500519394875
573.227592359,1.4632000923156738,1.2272000312805176,1.274399995803833,1.4868000745773315,1.362900048494339
573.377522669,1.5576000213623047,1.2390000820159912,1.321600079536438,1.4396001100540161,1.3894500732421875
573.477496142,1.6402000188827515,1.2508000135421753,1.4986000061035156,1.4514000415802002,1.4602500200271606
573.577493355,1.5576000213623047,0.3304000198841095,1.2980000972747803,1.3688000440597534,1.138700045645237
573.677559298,1.6166000366210938,0.3304000198841095,1.3569999933242798,1.3452000617980957,1.1623000279068947
573.777551278,1.6756000518798828,1.262600064277649,1.3569999933242798,1.3452000617980957,1.4101000428199768
573.827512027,0.11800000071525574,0.09440000355243683,0.09440000355243683,0.10620000213384628,0.10325000248849392
573.977515219,0.18880000710487366,0.09440000355243683,0.09440000355243683,0.10620000213384628,0.1209500040858984
574.077490736,1.6402000188827515,1.321600079536438,1.380600094795227,1.3569999933242798,1.424850046634674
574.177528327,1.6402000188827515,1.3452000617980957,1.4396001100540161,1.321600079536438,1.4366500675678253
574.277504733,1.6284000873565674,0.3304000198841095,1.4160000085830688,1.321600079536438,1.174100048840046
574.427590462,1.6756000518798828,0.3304000198841095,1.3569999933242798,1.3452000617980957,1.177050031721592
574.477486674,1.652000069618225,0.3304000198841095,1.333400011062622,1.321600079536438,1.1593500450253487
574.577515414,1.6402000188827515,0.3304000198841095,1.4632000923156738,1.3098000288009644,1.1859000399708748
574.727575606,1.6284000873565674,0.3304000198841095,1.3452000617980957,1.3452000617980957,1.162300057709217
574.827520697,1.6284000873565674,1.4632000923156738,1.6992000341415405,1.321600079536438,1.528100073337555
574.927531158,1.6284000873565674,1.4986000061035156,1.4986000061035156,1.321600079536438,1.4868000447750092
575.027660342,1.4042000770568848,0.3304000198841095,1.522200107574463,1.321600079536438,1.1446000710129738
575.177536312,1.4042000770568848,0.3304000198841095,1.3452000617980957,1.321600079536438,1.100350059568882
575.227650376,1.4160000085830688,1.6638001203536987,1.5458000898361206,1.3452000617980957,1.492700070142746
575.377514401,1.3924000263214111,0.3304000198841095,1.4396001100540161,1.3688000440597534,1.1328000500798225
575.477497492,1.3924000263214111,0.3304000198841095,1.321600079536438,1.3688000440597534,1.103300042450428
575.627682295,1.3569999933242798,1.7818000316619873,1.4278000593185425,1.333400011062622,1.475000023841858
575.677498489,1.3452000617980957,0.3304000198841095,1.593000054359436,1.274399995803833,1.1357500329613686
575.77759158,1.333400011062622,0.29500001668930054,1.5104000568389893,1.274399995803833,1.1033000200986862
575.877496375,1.3452000617980957,1.7346000671386719,1.4278000593185425,1.262600064277649,1.4425500631332397
576.027510845,1.3098000288009644,0.3304000198841095,1.534000039100647,1.2862000465393066,1.1151000335812569
576.077511872,1.2980000972747803,0.29500001668930054,1.4396001100540161,1.2980000972747803,1.0826500803232193
576.227539194,1.3098000288009644,1.7464001178741455,1.4868000745773315,1.321600079536438,1.4661500751972198
576.677526585,1.7464001178741455,1.7228000164031982,1.4396001100540161,1.3688000440597534,1.5694000720977783
577.077496264,1.7582000494003296,1.7464001178741455,1.7346000671386719,1.85260009765625,1.7729500830173492
577.177572263,1.8172000646591187,0.29500001668930054,1.7346000671386719,1.8290001153945923,1.4189500659704208
577.277601706,1.8172000646591187,0.3304000198841095,1.6992000341415405,1.7818000316619873,1.407150037586689
577.427550324,2.430800199508667,1.2390000820159912,1.5812000036239624,1.7582000494003296,1.7523000836372375
577.5276906,2.4190001487731934,1.262600064277649,1.7346000671386719,1.7818000316619873,1.7995000779628754
577.627628635,2.395400047302246,1.4278000593185425,1.4632000923156738,1.9234000444412231,1.8024500608444214
577.727538893,1.9470000267028809,0.3304000198841095,1.380600094795227,1.85260009765625,1.3776500597596169
577.827546818,1.9470000267028809,1.3569999933242798,1.3688000440597534,1.8998000621795654,1.6431500315666199
577.927516964,1.9234000444412231,1.3452000617980957,1.4278000593185425,1.8290001153945923,1.6313500702381134
578.027727148,2.336400032043457,1.2980000972747803,1.333400011062622,1.85260009765625,1.7051000595092773
578.127939146,2.3245999813079834,1.2862000465393066,1.262600064277649,1.7818000316619873,1.6638000309467316
578.227540274,2.3835999965667725,1.2980000972747803,1.2508000135421753,1.793600082397461,1.6815000474452972
578.377488318,2.3835999965667725,1.4278000593185425,1.2508000135421753,1.911600112915039,1.7434500455856323
578.477507706,2.3245999813079834,1.380600094795227,1.4396001100540161,2.1122000217437744,1.8142500519752502
578.577537982,2.3010001182556152,1.4042000770568848,0.4012000262737274,2.0886001586914062,1.5487500950694084
578.677487981,2.466200113296509,1.534000039100647,1.5458000898361206,2.124000072479248,1.917500078678131
578.777511886,2.3600001335144043,1.4514000415802002,1.5576000213623047,2.1122000217437744,1.870300054550171
578.927501542,2.430800199508667,1.4632000923156738,1.5458000898361206,2.0768001079559326,1.8791501224040985
579.028175502,2.466200113296509,0.3304000198841095,1.7110000848770142,2.218400001525879,1.6815000548958778
579.12754189,2.489799976348877,1.5576000213623047,1.6874001026153564,2.0768001079559326,1.9529000520706177
579.227572018,2.513400077819824,1.593000054359436,1.6992000341415405,1.9942001104354858,1.9499500691890717
579.327835313,2.454400062561035,1.6166000366210938,1.5694000720977783,1.9352000951766968,1.893900066614151
579.427565386,2.5016000270843506,1.6166000366210938,1.6756000518798828,1.9352000951766968,1.932250052690506
579.529814381,2.513400077819824,1.7346000671386719,1.6756000518798828,1.8880000114440918,1.9529000520706177
579.62753729,2.466200113296509,1.652000069618225,1.6756000518798828,2.3482000827789307,2.035500079393387
579.777514927,2.4780001640319824,0.3304000198841095,1.652000069618225,2.0532000064849854,1.6284000650048256
579.877528684,2.4190001487731934,1.6166000366210938,1.6638001203536987,2.312800168991089,2.0030501186847687
579.977509831,2.395400047302246,1.6048001050949097,1.534000039100647,2.336400032043457,1.967650055885315
580.077504515,2.4190001487731934,2.0178000926971436,1.7346000671386719,2.2892000675201416,2.1151500940322876
580.177547198,2.312800168991089,1.7228000164031982,1.6166000366210938,2.312800168991089,1.9912500977516174
580.2775099,2.2892000675201416,1.7346000671386719,1.6048001050949097,2.2656002044677734,1.9735501110553741
580.427531315,2.3010001182556152,1.7464001178741455,1.6874001026153564,2.336400032043457,2.0178000926971436
580.477516823,2.277400016784668,1.7110000848770142,1.593000054359436,2.2538001537323,1.9588000774383545
580.627578349,2.2066001892089844,1.9352000951766968,1.652000069618225,2.2302000522613525,2.0060001015663147
580.677559468,2.2066001892089844,0.3304000198841095,1.2036000490188599,2.242000102996826,1.495650090277195
580.827599123,2.183000087738037,1.8998000621795654,1.1800000667572021,2.1948001384735107,1.8644000887870789
580.927565863,2.15939998626709,1.8408000469207764,1.1682000160217285,2.1948001384735107,1.8408000469207764
581.027536454,2.1476001739501953,1.8290001153945923,1.6284000873565674,2.1712000370025635,1.9440501034259796
581.127617656,2.1122000217437744,1.864400029182434,1.593000054359436,2.1712000370025635,1.935200035572052
581.227574228,2.0886001586914062,1.8408000469207764,1.593000054359436,2.1712000370025635,1.9234000742435455
581.327670227,2.1358001232147217,1.8172000646591187,1.5812000036239624,2.1476001739501953,1.9204500913619995
581.427612781,2.029600143432617,1.805400013923645,1.5694000720977783,2.1122000217437744,1.8791500627994537
581.577499418,2.1712000370025635,1.7110000848770142,1.5576000213623047,2.100399971008301,1.8850500285625458
581.677482842,2.124000072479248,1.7582000494003296,1.534000039100647,2.0768001079559326,1.8732500672340393
581.777653766,2.0768001079559326,1.7464001178741455,1.522200107574463,2.041400194168091,1.846700131893158
581.877565154,2.0886001586914062,1.7464001178741455,1.522200107574463,1.9706001281738281,1.8319501280784607
581.977579078,2.065000057220459,1.7582000494003296,1.5104000568389893,1.9706001281738281,1.8260500729084015
582.077507484,2.0886001586914062,1.7464001178741455,1.4868000745773315,1.9588000774383545,1.8201501071453094
582.177519834,2.029600143432617,1.6166000366210938,1.5104000568389893,1.9234000444412231,1.7700000703334808
582.277498629,1.9706001281738281,1.593000054359436,1.5458000898361206,1.8762000799179077,1.7464000880718231
582.377492202,1.9706001281738281,1.6048001050949097,1.534000039100647,1.85260009765625,1.7405000925064087
582.527578709,2.0178000926971436,1.5694000720977783,1.522200107574463,1.8408000469207764,1.7375500798225403
582.627542892,1.911600112915039,1.5812000036239624,1.4986000061035156,1.8408000469207764,1.7080500423908234
582.727952816,1.911600112915039,1.522200107574463,1.2508000135421753,1.8172000646591187,1.625450074672699
582.827635611,1.8762000799179077,1.522200107574463,1.2272000312805176,1.7818000316619873,1.6018500626087189
582.927605684,1.8172000646591187,1.4986000061035156,1.1917999982833862,1.793600082397461,1.5753000378608704
583.027656942,1.8290001153945923,1.5104000568389893,1.2036000490188599,1.7700001001358032,1.5782500803470612
583.177489375,1.793600082397461,1.4042000770568848,1.4042000770568848,1.7464001178741455,1.587100088596344
583.277539095,1.7582000494003296,1.475000023841858,1.4042000770568848,1.6992000341415405,1.5841500461101532
583.377541501,1.7110000848770142,1.4042000770568848,1.3924000263214111,1.6992000341415405,1.5517000555992126
583.477497574,1.6874001026153564,1.4042000770568848,1.3924000263214111,1.6638001203536987,1.5369500815868378
583.627573155,1.6756000518798828,1.380600094795227,1.380600094795227,1.652000069618225,1.5222000777721405
583.6775037,1.652000069618225,1.321600079536438,1.3688000440597534,1.6402000188827515,1.495650053024292
583.827511207,1.6284000873565674,1.321600079536438,1.3688000440597534,1.6284000873565674,1.4868000745773315
583.927642206,1.593000054359436,1.1682000160217285,1.3924000263214111,1.593000054359436,1.436650037765503
584.0276645,1.6284000873565674,1.1682000160217285,1.3452000617980957,1.5576000213623047,1.424850046634674
584.127552092,1.5694000720977783,1.1564000844955444,1.4278000593185425,1.5458000898361206,1.4248500764369965
584.227575294,1.522200107574463,1.1564000844955444,1.5458000898361206,1.522200107574463,1.4366500973701477
584.327806088,1.5104000568389893,1.274399995803833,1.4160000085830688,1.5104000568389893,1.42780002951622
584.427524735,1.475000023841858,1.1564000844955444,1.321600079536438,1.4632000923156738,1.3540500700473785
584.527531085,1.4632000923156738,1.262600064277649,1.3452000617980957,1.4868000745773315,1.3894500732421875
584.627509621,1.4396001100540161,1.2508000135421753,1.3098000288009644,1.4632000923156738,1.3658500611782074
584.777505832,1.4278000593185425,1.2390000820159912,1.3452000617980957,1.4514000415802002,1.3658500611782074
584.877512849,1.4278000593185425,1.262600064277649,1.333400011062622,1.4514000415802002,1.3688000440597534
584.97751918,1.4160000085830688,1.380600094795227,1.4042000770568848,1.4632000923156738,1.4160000681877136
585.07754379,1.4278000593185425,1.3924000263214111,1.380600094795227,1.4396001100540161,1.4101000726222992
585.17753464,1.4160000085830688,1.4160000085830688,1.3924000263214111,1.4278000593185425,1.4130500257015228
585.277493657,1.4042000770568848,1.4396001100540161,1.380600094795227,1.4868000745773315,1.4278000891208649
585.427554146,1.380600094795227,1.4396001100540161,1.4042000770568848,1.4868000745773315,1.4278000891208649
585.5276232,1.4042000770568848,1.4042000770568848,1.4042000770568848,1.4396001100540161,1.4130500853061676
585.627554606,1.4042000770568848,1.4042000770568848,1.3452000617980957,1.4514000415802002,1.4012500643730164
585.727577085,1.3924000263214111,1.4042000770568848,1.3924000263214111,1.4514000415802002,1.4101000428199768
585.827726695,1.3688000440597534,1.3924000263214111,1.3688000440597534,1.4042000770568848,1.3835500478744507
585.927551712,1.3688000440597534,1.3924000263214111,1.3688000440597534,1.4042000770568848,1.3835500478744507
586.077494386,1.3569999933242798,1.380600094795227,1.3569999933242798,1.3924000263214111,1.3717500269412994
586.127725987,1.3452000617980957,1.3688000440597534,1.3569999933242798,1.333400011062622,1.3511000275611877
586.277518475,1.380600094795227,1.3688000440597534,1.333400011062622,1.333400011062622,1.3540500402450562
586.877500096,1.4042000770568848,1.3688000440597534,1.3688000440597534,1.2390000820159912,1.3452000617980957
586.977526835,1.380600094795227,1.380600094795227,1.3688000440597534,1.3098000288009644,1.359950065612793
587.077531741,1.4160000085830688,1.380600094795227,1.3452000617980957,1.2508000135421753,1.3481500446796417
587.177491925,1.4042000770568848,1.380600094795227,1.3569999933242798,1.3098000288009644,1.362900048494339
587.277497164,1.4042000770568848,1.380600094795227,1.380600094795227,1.380600094795227,1.3865000903606415
587.377503051,1.4042000770568848,1.3924000263214111,1.380600094795227,1.3688000440597534,1.386500060558319
587.477502383,1.4160000085830688,1.3569999933242798,1.4042000770568848,1.3688000440597534,1.3865000307559967
587.577574307,1.4160000085830688,1.3098000288009644,1.380600094795227,1.3569999933242798,1.365850031375885
587.677521528,1.4042000770568848,1.3569999933242798,1.3924000263214111,1.380600094795227,1.3835500478744507
587.82756709,1.4160000085830688,1.3688000440597534,1.4396001100540161,1.3688000440597534,1.398300051689148
587.928380773,1.3688000440597534,1.3688000440597534,1.4278000593185425,1.3924000263214111,1.3894500434398651
588.027626384,1.380600094795227,1.3569999933242798,1.4278000593185425,1.380600094795227,1.386500060558319
588.127548753,1.333400011062622,1.3688000440597534,1.2154000997543335,1.380600094795227,1.324550062417984
588.227574862,1.333400011062622,0.29500001668930054,1.2154000997543335,1.3688000440597534,1.0531500428915024
588.327557138,1.321600079536438,1.3569999933242798,1.3924000263214111,1.3452000617980957,1.3540500402450562
588.427681933,1.3098000288009644,1.380600094795227,1.274399995803833,1.3452000617980957,1.32750004529953
588.577536014,1.333400011062622,1.380600094795227,1.2862000465393066,1.3569999933242798,1.3393000364303589
588.67748629,1.262600064277649,1.3569999933242798,1.3452000617980957,1.3688000440597534,1.3334000408649445
588.777495141,1.262600064277649,1.3688000440597534,1.2862000465393066,1.3688000440597534,1.3216000497341156
588.877497102,1.262600064277649,1.3452000617980957,1.262600064277649,1.3569999933242798,1.3068500459194183
588.977521823,1.2390000820159912,1.3569999933242798,1.274399995803833,1.333400011062622,1.3009500205516815
589.077545136,1.2390000820159912,1.3924000263214111,1.3452000617980957,1.3098000288009644,1.3216000497341156
589.177581635,1.1800000667572021,1.380600094795227,1.3452000617980957,1.2862000465393066,1.2980000674724579
589.277505226,1.1682000160217285,1.4042000770568848,1.3098000288009644,1.274399995803833,1.2891500294208527
589.377582465,1.1564000844955444,1.4042000770568848,1.333400011062622,1.2508000135421753,1.2862000465393066
589.477529778,1.1564000844955444,1.4160000085830688,1.321600079536438,1.3098000288009644,1.300950050354004
589.62765447,1.1328001022338867,1.4278000593185425,1.321600079536438,1.333400011062622,1.3039000630378723
589.677521145,1.121000051498413,1.4160000085830688,1.333400011062622,1.2980000972747803,1.292100042104721
589.827555819,1.2390000820159912,1.3688000440597534,1.3569999933242798,1.2980000972747803,1.3157000541687012
589.927570095,1.274399995803833,1.4278000593185425,1.3688000440597534,1.2980000972747803,1.3422500491142273
590.027577668,1.2390000820159912,1.4160000085830688,1.380600094795227,1.2390000820159912,1.3186500668525696
590.127558537,1.1800000667572021,1.4514000415802002,1.3452000617980957,1.333400011062622,1.32750004529953
590.277491377,1.2272000312805176,1.2862000465393066,1.3452000617980957,1.2272000312805176,1.2714500427246094
590.327562534,1.2272000312805176,1.4396001100540161,1.321600079536438,1.333400011062622,1.3304500579833984
590.477519022,1.262600064277649,1.3569999933242798,1.3569999933242798,1.333400011062622,1.3275000154972076
590.577508484,1.2036000490188599,1.3098000288009644,1.3569999933242798,1.333400011062622,1.3009500205516815
590.677572204,1.2390000820159912,1.2272000312805176,1.3452000617980957,1.3452000617980957,1.289150059223175
590.77752224,1.1800000667572021,1.2508000135421753,1.3569999933242798,1.333400011062622,1.2803000211715698
590.877534886,1.1800000667572021,1.321600079536438,1.3569999933242798,1.3452000617980957,1.300950050354004
590.977517255,1.2036000490188599,1.333400011062622,1.3924000263214111,1.3688000440597534,1.3245500326156616
591.077516217,1.1917999982833862,1.1682000160217285,1.333400011062622,1.3688000440597534,1.2655500173568726
591.229482203,1.2154000997543335,1.2390000820159912,1.3688000440597534,1.3569999933242798,1.2950500547885895
591.327671777,1.2036000490188599,1.2272000312805176,1.3452000617980957,1.3452000617980957,1.2803000509738922
591.427525221,1.2272000312805176,1.2036000490188599,1.333400011062622,1.333400011062622,1.2744000256061554
591.527552904,1.274399995803833,1.2154000997543335,1.3569999933242798,1.333400011062622,1.295050024986267
591.627743439,1.2390000820159912,1.262600064277649,1.3924000263214111,1.321600079536438,1.3039000630378723
591.72757116,1.2862000465393066,1.2272000312805176,1.475000023841858,1.333400011062622,1.330450028181076
591.877484649,1.2980000972747803,1.262600064277649,1.4160000085830688,1.274399995803833,1.3127500414848328
591.927544398,1.2862000465393066,1.3098000288009644,1.4514000415802002,1.274399995803833,1.330450028181076
592.077564905,1.321600079536438,1.321600079536438,1.4514000415802002,1.2272000312805176,1.3304500579833984
592.177560218,1.4160000085830688,1.3452000617980957,1.4514000415802002,1.3569999933242798,1.3924000263214111
592.277522087,1.3924000263214111,1.380600094795227,1.4042000770568848,1.2154000997543335,1.3481500744819641
592.377505919,1.4514000415802002,1.4042000770568848,1.4396001100540161,1.3569999933242798,1.4130500555038452
592.477531862,1.4514000415802002,1.4160000085830688,1.3924000263214111,1.3688000440597534,1.4071500301361084
592.627573035,1.475000023841858,1.4042000770568848,1.333400011062622,1.3569999933242798,1.3924000263214111
592.677495618,1.4868000745773315,1.4396001100540161,1.3452000617980957,1.3569999933242798,1.4071500599384308
592.827567606,1.4986000061035156,1.4632000923156738,1.3688000440597534,1.3569999933242798,1.4219000339508057
592.927546698,1.4868000745773315,1.4278000593185425,1.380600094795227,1.3452000617980957,1.4101000726222992
593.077505964,1.4986000061035156,1.4632000923156738,1.380600094795227,1.3569999933242798,1.424850046634674
593.127520454,1.4868000745773315,1.4160000085830688,1.4042000770568848,1.475000023841858,1.4455000460147858
